Date,Open,High,Low,Close,Volume,edit_count,sentiment,neg_sentiment,Tommorow,Target
2014-09-17,465.864013671875,468.17401123046875,452.4219970703125,457.3340148925781,21056800,6.781333333333333,-0.294352154876823,0.5628760264415257,424.44000244140625,0
2014-09-18,456.8599853515625,456.8599853515625,413.10400390625,424.44000244140625,34483200,6.681888888888889,-0.2917668307552806,0.5602447703368844,394.7959899902344,0
2014-09-19,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,6.583111111111111,-0.2893336518236234,0.5577935258865042,408.90399169921875,1
2014-09-20,394.6730041503906,423.2959899902344,389.88299560546875,408.90399169921875,36863600,6.484851851851852,-0.2870429849568731,0.5554852560533482,398.8210144042969,0
2014-09-21,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,6.389925925925925,-0.2848450225139582,0.5532928953103508,402.1520080566406,1
2014-09-22,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,6.298333333333334,-0.2826062715431029,0.5511794066204749,435.7909851074219,1
2014-09-23,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,6.210962962962963,-0.2802669710479021,0.5491108393664367,423.2049865722656,0
2014-09-24,435.7510070800781,436.11199951171875,421.1319885253906,423.2049865722656,30627700,6.127592592592593,-0.2778719790699824,0.5471162058939149,411.5740051269531,0
2014-09-25,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,6.048555555555556,-0.2754912824272126,0.5452338659912697,404.42498779296875,0
2014-09-26,411.4289855957031,414.93798828125,400.0090026855469,404.42498779296875,21460800,5.973518518518518,-0.2731287458337648,0.54347016886485,399.5199890136719,0
2014-09-27,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,5.900444444444444,-0.2708120040637407,0.5418350968779715,377.1809997558594,0
2014-09-28,399.47100830078125,401.0169982910156,374.3320007324219,377.1809997558594,23613300,5.829370370370371,-0.2685670326709972,0.5403193907713753,375.4670104980469,0
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,5.761,-0.2664853550018249,0.5389659963429086,386.9440002441406,1
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,5.696185185185185,-0.264547824077141,0.5377637377313961,383.614990234375,0
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,5.6353333333333335,-0.26267087036344,0.5366711687287246,375.0719909667969,0
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,5.578,-0.2608371523613525,0.5356790300756348,359.5119934082031,0
2014-10-03,375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,30901200,5.523592592592593,-0.259055030454798,0.5347938676953394,328.8659973144531,0
2014-10-04,359.8919982910156,364.48699951171875,325.885986328125,328.8659973144531,47236500,5.472296296296296,-0.2572772331288442,0.5339656815878385,320.510009765625,0
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,5.425296296296296,-0.255465472764014,0.533171784563778,330.0790100097656,1
2014-10-06,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,79011800,5.3827037037037035,-0.2536847688982209,0.5324491498032348,336.18701171875,1
2014-10-07,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,49199900,5.342962962962963,-0.2519792165959927,0.5318157511624179,352.94000244140625,1
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,5.306555555555557,-0.2502499046011793,0.5312194134502631,365.0260009765625,1
2014-10-09,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,83641104,5.273592592592593,-0.2485545771080476,0.5306961448972233,361.56201171875,0
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,5.243629629629629,-0.2469835514525855,0.5302359739933269,362.29901123046875,1
2014-10-11,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,13345200,5.216814814814814,-0.245547761234468,0.5298962199625599,378.54901123046875,1
2014-10-12,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,17552800,5.192851851851852,-0.2442274022422927,0.5296491050271442,390.41400146484375,1
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,5.171555555555556,-0.2429352630414825,0.5293953025877536,400.8699951171875,1
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,5.153407407407408,-0.2415449516105687,0.5290154710806018,394.77301025390625,0
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,25267100,5.138777777777778,-0.2400135207689106,0.5284849436430591,382.5559997558594,0
2014-10-16,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,26990000,5.1278148148148155,-0.2384511315584311,0.5279153252133971,383.75799560546875,1
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,13600700,5.121814814814814,-0.2369515178268049,0.5273516910866911,391.4419860839844,1
2014-10-18,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,11416800,5.120666666666667,-0.2355127855536603,0.526794041262941,389.5459899902344,0
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,5.124296296296296,-0.2341607920242929,0.52620533870511,382.8450012207031,0
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,5.1331851851851855,-0.2329239082510666,0.5256140734416879,386.4750061035156,1
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,5.146407407407408,-0.2318697131652063,0.5250601315125608,383.1579895019531,0
2014-10-22,386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,11641300,5.1643333333333326,-0.2310656589556068,0.5245805499547657,358.4169921875,0
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,5.186555555555556,-0.2305611009480823,0.5242020777394961,358.3450012207031,0
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,15585700,5.213259259259259,-0.2302477812169383,0.523864838323542,347.27099609375,0
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,18127500,5.245777777777778,-0.2301813581312881,0.5235983731531116,354.7040100097656,1
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,11272500,5.285222222222222,-0.2303895910919776,0.52347040709593,352.989013671875,0
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,13033000,5.333925925925926,-0.2309220917728347,0.5235115221625788,357.6180114746094,1
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,7845880,5.392185185185185,-0.231761245623799,0.5237680146493545,335.59100341796875,0
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,18192700,5.456740740740741,-0.2328197111918207,0.5241964502128228,345.30499267578125,1
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,30177900,5.526666666666666,-0.2340303382467231,0.5247619458347672,338.3210144042969,0
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,12545400,5.601148148148147,-0.2353996969459386,0.5254661549543412,325.7489929199219,0
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,16677200,5.681592592592593,-0.2369913288487719,0.5263405590530263,325.8919982910156,1
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,8603620,5.769296296296296,-0.238830174312834,0.5274002962848496,327.5539855957031,1
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,12948500,5.8649259259259265,-0.2410578025415414,0.5287526130266227,330.49200439453125,1
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,15655500,5.967296296296296,-0.2436442536655922,0.5303842015983711,339.4859924316406,1
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,19817200,6.076074074074074,-0.246543911681054,0.5322709879260209,349.2900085449219,1
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,18797000,6.193407407407407,-0.2497076457843458,0.5343938758189071,342.4150085449219,0
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,16834200,6.31937037037037,-0.2532144182346156,0.5367956342364655,345.4880065917969,1
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,8535470,6.454481481481481,-0.2569772665133994,0.5394262631786959,363.2640075683594,1
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,24205600,6.599481481481481,-0.2609055494986761,0.5422595812918309,366.92401123046875,1
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,30450100,6.753814814814815,-0.264971239231806,0.5452310383113204,367.69500732421875,1
2014-11-11,365.85699462890625,371.30999755859375,363.7349853515625,367.69500732421875,15838900,6.917851851851852,-0.2691889733536803,0.54836656016309,423.5610046386719,1
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,45783200,7.090259259259259,-0.2735684484719872,0.5516894352870949,420.7349853515625,0
2014-11-13,427.27301025390625,457.0929870605469,401.12298583984375,420.7349853515625,58945000,7.269740740740741,-0.2781713946105218,0.5552498180043227,397.8179931640625,0
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,29589200,7.454185185185184,-0.2829452337308203,0.5590225025534568,376.13299560546875,0
2014-11-15,399.6499938964844,405.52801513671875,371.00799560546875,376.13299560546875,15727500,7.641296296296296,-0.2878231178941542,0.5629187058657138,387.8819885253906,1
2014-11-16,374.7300109863281,390.79901123046875,374.60198974609375,387.8819885253906,11905600,7.829740740740741,-0.2927543116695507,0.5669137026663686,387.4079895019531,0
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,41518800,8.019962962962962,-0.2978291196106759,0.5711080220559503,375.197998046875,0
2014-11-18,387.7850036621094,392.4020080566406,371.11700439453125,375.197998046875,32222500,8.211333333333334,-0.302974873365275,0.5754774475102423,380.55499267578125,1
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,18931800,8.402703703703704,-0.3081643652291668,0.5800105830178488,357.8399963378906,0
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,25233200,8.594074074074074,-0.313369614250946,0.5846862645576055,350.8479919433594,0
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,29850100,8.784740740740741,-0.318502012903953,0.5894198360448563,352.9200134277344,1
2014-11-22,351.60400390625,364.84100341796875,350.87799072265625,352.9200134277344,15273000,8.974814814814815,-0.3235321478325767,0.5941964826647868,367.572998046875,1
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,15151600,9.164333333333332,-0.3286099758483217,0.599092747627273,376.9010009765625,1
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,30930100,9.352592592592591,-0.3335995073327041,0.6040369618606463,375.3479919433594,0
2014-11-25,376.885986328125,394.70098876953125,374.78399658203125,375.3479919433594,25442200,9.53874074074074,-0.338527964805427,0.6089908978516788,368.3699951171875,0
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,18601700,9.722888888888887,-0.3433097211814315,0.6139078889337041,369.6700134277344,1
2014-11-27,370.50201416015625,373.99200439453125,368.2820129394531,369.6700134277344,8748030,9.905851851851851,-0.3478550598434237,0.6186860832548702,376.4469909667969,1
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,22946500,10.091666666666669,-0.3521814675274334,0.6233348591513848,375.4909973144531,0
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,15375600,10.28062962962963,-0.3563542618807152,0.6278858664548977,378.0469970703125,1
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,9194440,10.47311111111111,-0.3603955373930816,0.6323523694217286,379.2449951171875,1
